partition_seed,target_fpir,method,model_uid,model_json,faithfulness_status,strong_faithfulness_pass,faithfulness_policy,fallback_policy
2,0.01,baseline,continuous-threshold-c88a37cde24bc0285731d43b,"{""method"": ""baseline"", ""target_fpir"": 0.01, ""score_space"": ""negative_squared_l2_adc"", ""features"": [""fiqa_score""], ""centers"": [0.56026435], ""scales"": [0.24298791000000003], ""quality_bounds"": [-2.704433113565197, 6.231648521113663], ""quality_knots"": [-0.2695474163028658, 0.3298024855091213], ""coefficients"": [1.9984364945987905, 0.07829074644811732, -0.20591568227588414, -0.4690739031613919], ""score_center"": -0.5961534380912781, ""score_scale"": 0.22863146666701933, ""safety_offset"": 0.0, ""settings"": {""partition_seed"": 2, ""safety_fraction"": 0.3, ""fit_non_mated_count"": 71286, ""safety_non_mated_count"": 27539, ""knot_quantiles"": [0.3333333333333333, 0.6666666666666666], ""smoothing"": 0.01, ""ridge"": 0.001, ""max_iterations"": 2000, ""optimizer_iterations"": 17, ""optimizer_success"": true, ""margin_slope_cap"": 0.95, ""optimizer_blas_threads"": 1, ""fit_objective"": ""smoothed_pinball_plus_ridge"", ""fit_features_source"": ""fit_non_mated_only"", ""safety_rule"": ""max(0,heldout_non_mated_residual_quantile)"", ""formal_fpir_guarantee"": false, ""threshold_fit_on_test"": false}}",failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,0.01,plus_outside,saliency-fallback-978eddbcf2f231d189b599a7,"{""method"": ""plus_outside"", ""target_fpir"": 0.01, ""score_space"": ""negative_squared_l2_adc"", ""features"": [""fiqa_score"", ""outside_face_attention""], ""fiqa_model"": {""method"": ""continuous_fiqa"", ""target_fpir"": 0.01, ""score_space"": ""negative_squared_l2_adc"", ""features"": [""fiqa_score""], ""centers"": [0.56026435], ""scales"": [0.24298791000000003], ""quality_bounds"": [-2.704433113565197, 6.231648521113663], ""quality_knots"": [-0.2695474163028658, 0.3298024855091213], ""coefficients"": [1.9984364945987905, 0.07829074644811732, -0.20591568227588414, -0.4690739031613919], ""score_center"": -0.5961534380912781, ""score_scale"": 0.22863146666701933, ""safety_offset"": 0.0, ""settings"": {""partition_seed"": 2, ""safety_fraction"": 0.3, ""fit_non_mated_count"": 71286, ""safety_non_mated_count"": 27539, ""knot_quantiles"": [0.3333333333333333, 0.6666666666666666], ""smoothing"": 0.01, ""ridge"": 0.001, ""max_iterations"": 2000, ""optimizer_iterations"": 17, ""optimizer_success"": true, ""margin_slope_cap"": 0.95, ""optimizer_blas_threads"": 1, ""fit_objective"": ""smoothed_pinball_plus_ridge"", ""fit_features_source"": ""fit_non_mated_only"", ""safety_rule"": ""disabled_child_joint_safety_in_parent"", ""formal_fpir_guarantee"": false, ""threshold_fit_on_test"": false}}, ""saliency_model"": {""method"": ""plus_outside"", ""target_fpir"": 0.01, ""score_space"": ""negative_squared_l2_adc"", ""features"": [""fiqa_score"", ""outside_face_attention""], ""centers"": [0.560182, 0.7555799923417872], ""scales"": [0.24278101999999996, 0.20259179262526916], ""quality_bounds"": [-2.70639854795898, 6.237298121574744], ""quality_knots"": [-0.26977837888645473, 0.32986721943914743], ""coefficients"": [1.9748044916932588, 0.06551458075948147, -0.1872954014914124, -0.4222193470688483, 0.10797752817427575], ""score_center"": -0.5960950255393982, ""score_scale"": 0.22856274757648726, ""safety_offset"": 0.0, ""settings"": {}}, ""safety_offset"": 0.0, ""settings"": {""fallback_policy"": ""invalid-saliency-fiqa-only-joint-safety-v1"", ""fallback_method"": ""continuous_fiqa"", ""partition_seed"": 2, ""safety_fraction"": 0.3, ""fit_non_mated_count"": 71286, ""fit_valid_non_mated_count"": 71221, ""safety_non_mated_count"": 27539, ""safety_invalid_non_mated_count"": 22, ""saliency_branch_enabled"": true, ""branch_disabled_reason"": null, ""minimum_valid_fit_non_mated"": 20, ""optimizer_iterations"": 16, ""fit_features_source"": ""valid_fit_non_mated_only"", ""validity_features"": [""outside_face_attention"", ""saliency_entropy""], ""safety_rule"": ""full_cohort_joint_non_mated_residual_quantile"", ""threshold_fit_on_test"": false, ""formal_fpir_guarantee"": false}}",failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,0.01,plus_entropy,saliency-fallback-87612e784efa442064f12ae8,"{""method"": ""plus_entropy"", ""target_fpir"": 0.01, ""score_space"": ""negative_squared_l2_adc"", ""features"": [""fiqa_score"", ""saliency_entropy""], ""fiqa_model"": {""method"": ""continuous_fiqa"", ""target_fpir"": 0.01, ""score_space"": ""negative_squared_l2_adc"", ""features"": [""fiqa_score""], ""centers"": [0.56026435], ""scales"": [0.24298791000000003], ""quality_bounds"": [-2.704433113565197, 6.231648521113663], ""quality_knots"": [-0.2695474163028658, 0.3298024855091213], ""coefficients"": [1.9984364945987905, 0.07829074644811732, -0.20591568227588414, -0.4690739031613919], ""score_center"": -0.5961534380912781, ""score_scale"": 0.22863146666701933, ""safety_offset"": 0.0, ""settings"": {""partition_seed"": 2, ""safety_fraction"": 0.3, ""fit_non_mated_count"": 71286, ""safety_non_mated_count"": 27539, ""knot_quantiles"": [0.3333333333333333, 0.6666666666666666], ""smoothing"": 0.01, ""ridge"": 0.001, ""max_iterations"": 2000, ""optimizer_iterations"": 17, ""optimizer_success"": true, ""margin_slope_cap"": 0.95, ""optimizer_blas_threads"": 1, ""fit_objective"": ""smoothed_pinball_plus_ridge"", ""fit_features_source"": ""fit_non_mated_only"", ""safety_rule"": ""disabled_child_joint_safety_in_parent"", ""formal_fpir_guarantee"": false, ""threshold_fit_on_test"": false}}, ""saliency_model"": {""method"": ""plus_entropy"", ""target_fpir"": 0.01, ""score_space"": ""negative_squared_l2_adc"", ""features"": [""fiqa_score"", ""saliency_entropy""], ""centers"": [0.560182, 0.8033964938350842], ""scales"": [0.24278101999999996, 0.15045431624931893], ""quality_bounds"": [-2.70639854795898, 6.237298121574744], ""quality_knots"": [-0.26977837888645473, 0.32986721943914743], ""coefficients"": [1.9730668871565675, 0.06768199836666883, -0.20193423929148752, -0.45381949566706103, -0.06848369014107256], ""score_center"": -0.5960950255393982, ""score_scale"": 0.22856274757648726, ""safety_offset"": 0.0, ""settings"": {}}, ""safety_offset"": 0.0, ""settings"": {""fallback_policy"": ""invalid-saliency-fiqa-only-joint-safety-v1"", ""fallback_method"": ""continuous_fiqa"", ""partition_seed"": 2, ""safety_fraction"": 0.3, ""fit_non_mated_count"": 71286, ""fit_valid_non_mated_count"": 71221, ""safety_non_mated_count"": 27539, ""safety_invalid_non_mated_count"": 22, ""saliency_branch_enabled"": true, ""branch_disabled_reason"": null, ""minimum_valid_fit_non_mated"": 20, ""optimizer_iterations"": 18, ""fit_features_source"": ""valid_fit_non_mated_only"", ""validity_features"": [""outside_face_attention"", ""saliency_entropy""], ""safety_rule"": ""full_cohort_joint_non_mated_residual_quantile"", ""threshold_fit_on_test"": false, ""formal_fpir_guarantee"": false}}",failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,0.01,plus_both,saliency-fallback-eb95a08a6280c7522c8beba2,"{""method"": ""plus_both"", ""target_fpir"": 0.01, ""score_space"": ""negative_squared_l2_adc"", ""features"": [""fiqa_score"", ""outside_face_attention"", ""saliency_entropy""], ""fiqa_model"": {""method"": ""continuous_fiqa"", ""target_fpir"": 0.01, ""score_space"": ""negative_squared_l2_adc"", ""features"": [""fiqa_score""], ""centers"": [0.56026435], ""scales"": [0.24298791000000003], ""quality_bounds"": [-2.704433113565197, 6.231648521113663], ""quality_knots"": [-0.2695474163028658, 0.3298024855091213], ""coefficients"": [1.9984364945987905, 0.07829074644811732, -0.20591568227588414, -0.4690739031613919], ""score_center"": -0.5961534380912781, ""score_scale"": 0.22863146666701933, ""safety_offset"": 0.0, ""settings"": {""partition_seed"": 2, ""safety_fraction"": 0.3, ""fit_non_mated_count"": 71286, ""safety_non_mated_count"": 27539, ""knot_quantiles"": [0.3333333333333333, 0.6666666666666666], ""smoothing"": 0.01, ""ridge"": 0.001, ""max_iterations"": 2000, ""optimizer_iterations"": 17, ""optimizer_success"": true, ""margin_slope_cap"": 0.95, ""optimizer_blas_threads"": 1, ""fit_objective"": ""smoothed_pinball_plus_ridge"", ""fit_features_source"": ""fit_non_mated_only"", ""safety_rule"": ""disabled_child_joint_safety_in_parent"", ""formal_fpir_guarantee"": false, ""threshold_fit_on_test"": false}}, ""saliency_model"": {""method"": ""plus_both"", ""target_fpir"": 0.01, ""score_space"": ""negative_squared_l2_adc"", ""features"": [""fiqa_score"", ""outside_face_attention"", ""saliency_entropy""], ""centers"": [0.560182, 0.7555799923417872, 0.8033964938350842], ""scales"": [0.24278101999999996, 0.20259179262526916, 0.15045431624931893], ""quality_bounds"": [-2.70639854795898, 6.237298121574744], ""quality_knots"": [-0.26977837888645473, 0.32986721943914743], ""coefficients"": [1.9493935011989187, 0.05898890731094757, -0.19374364049637494, -0.4029509576182206, 0.1290442915236256, -0.08129687120350165], ""score_center"": -0.5960950255393982, ""score_scale"": 0.22856274757648726, ""safety_offset"": 0.0, ""settings"": {}}, ""safety_offset"": 0.0, ""settings"": {""fallback_policy"": ""invalid-saliency-fiqa-only-joint-safety-v1"", ""fallback_method"": ""continuous_fiqa"", ""partition_seed"": 2, ""safety_fraction"": 0.3, ""fit_non_mated_count"": 71286, ""fit_valid_non_mated_count"": 71221, ""safety_non_mated_count"": 27539, ""safety_invalid_non_mated_count"": 22, ""saliency_branch_enabled"": true, ""branch_disabled_reason"": null, ""minimum_valid_fit_non_mated"": 20, ""optimizer_iterations"": 19, ""fit_features_source"": ""valid_fit_non_mated_only"", ""validity_features"": [""outside_face_attention"", ""saliency_entropy""], ""safety_rule"": ""full_cohort_joint_non_mated_residual_quantile"", ""threshold_fit_on_test"": false, ""formal_fpir_guarantee"": false}}",failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,0.05,baseline,continuous-threshold-21500d924036a36c647b927d,"{""method"": ""baseline"", ""target_fpir"": 0.05, ""score_space"": ""negative_squared_l2_adc"", ""features"": [""fiqa_score""], ""centers"": [0.56026435], ""scales"": [0.24298791000000003], ""quality_bounds"": [-2.704433113565197, 6.231648521113663], ""quality_knots"": [-0.2695474163028658, 0.3298024855091213], ""coefficients"": [1.6237341817737747, 0.08051702820296533, -0.23731232321098636, -0.5195732613472199], ""score_center"": -0.5961534380912781, ""score_scale"": 0.22863146666701933, ""safety_offset"": 0.0, ""settings"": {""partition_seed"": 2, ""safety_fraction"": 0.3, ""fit_non_mated_count"": 71286, ""safety_non_mated_count"": 27539, ""knot_quantiles"": [0.3333333333333333, 0.6666666666666666], ""smoothing"": 0.01, ""ridge"": 0.001, ""max_iterations"": 2000, ""optimizer_iterations"": 19, ""optimizer_success"": true, ""margin_slope_cap"": 0.95, ""optimizer_blas_threads"": 1, ""fit_objective"": ""smoothed_pinball_plus_ridge"", ""fit_features_source"": ""fit_non_mated_only"", ""safety_rule"": ""max(0,heldout_non_mated_residual_quantile)"", ""formal_fpir_guarantee"": false, ""threshold_fit_on_test"": false}}",failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,0.05,plus_outside,saliency-fallback-7b8ded2bd04adef2b2da8e9c,"{""method"": ""plus_outside"", ""target_fpir"": 0.05, ""score_space"": ""negative_squared_l2_adc"", ""features"": [""fiqa_score"", ""outside_face_attention""], ""fiqa_model"": {""method"": ""continuous_fiqa"", ""target_fpir"": 0.05, ""score_space"": ""negative_squared_l2_adc"", ""features"": [""fiqa_score""], ""centers"": [0.56026435], ""scales"": [0.24298791000000003], ""quality_bounds"": [-2.704433113565197, 6.231648521113663], ""quality_knots"": [-0.2695474163028658, 0.3298024855091213], ""coefficients"": [1.6237341817737747, 0.08051702820296533, -0.23731232321098636, -0.5195732613472199], ""score_center"": -0.5961534380912781, ""score_scale"": 0.22863146666701933, ""safety_offset"": 0.0, ""settings"": {""partition_seed"": 2, ""safety_fraction"": 0.3, ""fit_non_mated_count"": 71286, ""safety_non_mated_count"": 27539, ""knot_quantiles"": [0.3333333333333333, 0.6666666666666666], ""smoothing"": 0.01, ""ridge"": 0.001, ""max_iterations"": 2000, ""optimizer_iterations"": 19, ""optimizer_success"": true, ""margin_slope_cap"": 0.95, ""optimizer_blas_threads"": 1, ""fit_objective"": ""smoothed_pinball_plus_ridge"", ""fit_features_source"": ""fit_non_mated_only"", ""safety_rule"": ""disabled_child_joint_safety_in_parent"", ""formal_fpir_guarantee"": false, ""threshold_fit_on_test"": false}}, ""saliency_model"": {""method"": ""plus_outside"", ""target_fpir"": 0.05, ""score_space"": ""negative_squared_l2_adc"", ""features"": [""fiqa_score"", ""outside_face_attention""], ""centers"": [0.560182, 0.7555799923417872], ""scales"": [0.24278101999999996, 0.20259179262526916], ""quality_bounds"": [-2.70639854795898, 6.237298121574744], ""quality_knots"": [-0.26977837888645473, 0.32986721943914743], ""coefficients"": [1.6147288573027898, 0.07916281055791577, -0.2548148047527275, -0.4396284163820279, 0.13129421574039174], ""score_center"": -0.5960950255393982, ""score_scale"": 0.22856274757648726, ""safety_offset"": 0.0, ""settings"": {}}, ""safety_offset"": 0.0, ""settings"": {""fallback_policy"": ""invalid-saliency-fiqa-only-joint-safety-v1"", ""fallback_method"": ""continuous_fiqa"", ""partition_seed"": 2, ""safety_fraction"": 0.3, ""fit_non_mated_count"": 71286, ""fit_valid_non_mated_count"": 71221, ""safety_non_mated_count"": 27539, ""safety_invalid_non_mated_count"": 22, ""saliency_branch_enabled"": true, ""branch_disabled_reason"": null, ""minimum_valid_fit_non_mated"": 20, ""optimizer_iterations"": 24, ""fit_features_source"": ""valid_fit_non_mated_only"", ""validity_features"": [""outside_face_attention"", ""saliency_entropy""], ""safety_rule"": ""full_cohort_joint_non_mated_residual_quantile"", ""threshold_fit_on_test"": false, ""formal_fpir_guarantee"": false}}",failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,0.05,plus_entropy,saliency-fallback-5cca9b84869c4ef918d7b4b7,"{""method"": ""plus_entropy"", ""target_fpir"": 0.05, ""score_space"": ""negative_squared_l2_adc"", ""features"": [""fiqa_score"", ""saliency_entropy""], ""fiqa_model"": {""method"": ""continuous_fiqa"", ""target_fpir"": 0.05, ""score_space"": ""negative_squared_l2_adc"", ""features"": [""fiqa_score""], ""centers"": [0.56026435], ""scales"": [0.24298791000000003], ""quality_bounds"": [-2.704433113565197, 6.231648521113663], ""quality_knots"": [-0.2695474163028658, 0.3298024855091213], ""coefficients"": [1.6237341817737747, 0.08051702820296533, -0.23731232321098636, -0.5195732613472199], ""score_center"": -0.5961534380912781, ""score_scale"": 0.22863146666701933, ""safety_offset"": 0.0, ""settings"": {""partition_seed"": 2, ""safety_fraction"": 0.3, ""fit_non_mated_count"": 71286, ""safety_non_mated_count"": 27539, ""knot_quantiles"": [0.3333333333333333, 0.6666666666666666], ""smoothing"": 0.01, ""ridge"": 0.001, ""max_iterations"": 2000, ""optimizer_iterations"": 19, ""optimizer_success"": true, ""margin_slope_cap"": 0.95, ""optimizer_blas_threads"": 1, ""fit_objective"": ""smoothed_pinball_plus_ridge"", ""fit_features_source"": ""fit_non_mated_only"", ""safety_rule"": ""disabled_child_joint_safety_in_parent"", ""formal_fpir_guarantee"": false, ""threshold_fit_on_test"": false}}, ""saliency_model"": {""method"": ""plus_entropy"", ""target_fpir"": 0.05, ""score_space"": ""negative_squared_l2_adc"", ""features"": [""fiqa_score"", ""saliency_entropy""], ""centers"": [0.560182, 0.8033964938350842], ""scales"": [0.24278101999999996, 0.15045431624931893], ""quality_bounds"": [-2.70639854795898, 6.237298121574744], ""quality_knots"": [-0.26977837888645473, 0.32986721943914743], ""coefficients"": [1.6021452199948198, 0.07328759062720824, -0.23740877730168378, -0.5129904169801386, -0.0803065009638123], ""score_center"": -0.5960950255393982, ""score_scale"": 0.22856274757648726, ""safety_offset"": 0.0, ""settings"": {}}, ""safety_offset"": 0.0, ""settings"": {""fallback_policy"": ""invalid-saliency-fiqa-only-joint-safety-v1"", ""fallback_method"": ""continuous_fiqa"", ""partition_seed"": 2, ""safety_fraction"": 0.3, ""fit_non_mated_count"": 71286, ""fit_valid_non_mated_count"": 71221, ""safety_non_mated_count"": 27539, ""safety_invalid_non_mated_count"": 22, ""saliency_branch_enabled"": true, ""branch_disabled_reason"": null, ""minimum_valid_fit_non_mated"": 20, ""optimizer_iterations"": 22, ""fit_features_source"": ""valid_fit_non_mated_only"", ""validity_features"": [""outside_face_attention"", ""saliency_entropy""], ""safety_rule"": ""full_cohort_joint_non_mated_residual_quantile"", ""threshold_fit_on_test"": false, ""formal_fpir_guarantee"": false}}",failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,0.05,plus_both,saliency-fallback-b7aa25c113d909a4e577489a,"{""method"": ""plus_both"", ""target_fpir"": 0.05, ""score_space"": ""negative_squared_l2_adc"", ""features"": [""fiqa_score"", ""outside_face_attention"", ""saliency_entropy""], ""fiqa_model"": {""method"": ""continuous_fiqa"", ""target_fpir"": 0.05, ""score_space"": ""negative_squared_l2_adc"", ""features"": [""fiqa_score""], ""centers"": [0.56026435], ""scales"": [0.24298791000000003], ""quality_bounds"": [-2.704433113565197, 6.231648521113663], ""quality_knots"": [-0.2695474163028658, 0.3298024855091213], ""coefficients"": [1.6237341817737747, 0.08051702820296533, -0.23731232321098636, -0.5195732613472199], ""score_center"": -0.5961534380912781, ""score_scale"": 0.22863146666701933, ""safety_offset"": 0.0, ""settings"": {""partition_seed"": 2, ""safety_fraction"": 0.3, ""fit_non_mated_count"": 71286, ""safety_non_mated_count"": 27539, ""knot_quantiles"": [0.3333333333333333, 0.6666666666666666], ""smoothing"": 0.01, ""ridge"": 0.001, ""max_iterations"": 2000, ""optimizer_iterations"": 19, ""optimizer_success"": true, ""margin_slope_cap"": 0.95, ""optimizer_blas_threads"": 1, ""fit_objective"": ""smoothed_pinball_plus_ridge"", ""fit_features_source"": ""fit_non_mated_only"", ""safety_rule"": ""disabled_child_joint_safety_in_parent"", ""formal_fpir_guarantee"": false, ""threshold_fit_on_test"": false}}, ""saliency_model"": {""method"": ""plus_both"", ""target_fpir"": 0.05, ""score_space"": ""negative_squared_l2_adc"", ""features"": [""fiqa_score"", ""outside_face_attention"", ""saliency_entropy""], ""centers"": [0.560182, 0.7555799923417872, 0.8033964938350842], ""scales"": [0.24278101999999996, 0.20259179262526916, 0.15045431624931893], ""quality_bounds"": [-2.70639854795898, 6.237298121574744], ""quality_knots"": [-0.26977837888645473, 0.32986721943914743], ""coefficients"": [1.5969331662815756, 0.07138992840180963, -0.259561737345341, -0.42409381668501306, 0.1395275906840964, -0.08538182517503326], ""score_center"": -0.5960950255393982, ""score_scale"": 0.22856274757648726, ""safety_offset"": 0.0, ""settings"": {}}, ""safety_offset"": 0.0, ""settings"": {""fallback_policy"": ""invalid-saliency-fiqa-only-joint-safety-v1"", ""fallback_method"": ""continuous_fiqa"", ""partition_seed"": 2, ""safety_fraction"": 0.3, ""fit_non_mated_count"": 71286, ""fit_valid_non_mated_count"": 71221, ""safety_non_mated_count"": 27539, ""safety_invalid_non_mated_count"": 22, ""saliency_branch_enabled"": true, ""branch_disabled_reason"": null, ""minimum_valid_fit_non_mated"": 20, ""optimizer_iterations"": 25, ""fit_features_source"": ""valid_fit_non_mated_only"", ""validity_features"": [""outside_face_attention"", ""saliency_entropy""], ""safety_rule"": ""full_cohort_joint_non_mated_residual_quantile"", ""threshold_fit_on_test"": false, ""formal_fpir_guarantee"": false}}",failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,0.1,baseline,continuous-threshold-205a0b1f7d0c76e256786a63,"{""method"": ""baseline"", ""target_fpir"": 0.1, ""score_space"": ""negative_squared_l2_adc"", ""features"": [""fiqa_score""], ""centers"": [0.56026435], ""scales"": [0.24298791000000003], ""quality_bounds"": [-2.704433113565197, 6.231648521113663], ""quality_knots"": [-0.2695474163028658, 0.3298024855091213], ""coefficients"": [1.399849775681843, 0.09666172602753725, -0.3465028458439741, -0.4251397828157122], ""score_center"": -0.5961534380912781, ""score_scale"": 0.22863146666701933, ""safety_offset"": 0.0, ""settings"": {""partition_seed"": 2, ""safety_fraction"": 0.3, ""fit_non_mated_count"": 71286, ""safety_non_mated_count"": 27539, ""knot_quantiles"": [0.3333333333333333, 0.6666666666666666], ""smoothing"": 0.01, ""ridge"": 0.001, ""max_iterations"": 2000, ""optimizer_iterations"": 21, ""optimizer_success"": true, ""margin_slope_cap"": 0.95, ""optimizer_blas_threads"": 1, ""fit_objective"": ""smoothed_pinball_plus_ridge"", ""fit_features_source"": ""fit_non_mated_only"", ""safety_rule"": ""max(0,heldout_non_mated_residual_quantile)"", ""formal_fpir_guarantee"": false, ""threshold_fit_on_test"": false}}",failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,0.1,plus_outside,saliency-fallback-99f306fb0b054316ea1119e8,"{""method"": ""plus_outside"", ""target_fpir"": 0.1, ""score_space"": ""negative_squared_l2_adc"", ""features"": [""fiqa_score"", ""outside_face_attention""], ""fiqa_model"": {""method"": ""continuous_fiqa"", ""target_fpir"": 0.1, ""score_space"": ""negative_squared_l2_adc"", ""features"": [""fiqa_score""], ""centers"": [0.56026435], ""scales"": [0.24298791000000003], ""quality_bounds"": [-2.704433113565197, 6.231648521113663], ""quality_knots"": [-0.2695474163028658, 0.3298024855091213], ""coefficients"": [1.399849775681843, 0.09666172602753725, -0.3465028458439741, -0.4251397828157122], ""score_center"": -0.5961534380912781, ""score_scale"": 0.22863146666701933, ""safety_offset"": 0.0, ""settings"": {""partition_seed"": 2, ""safety_fraction"": 0.3, ""fit_non_mated_count"": 71286, ""safety_non_mated_count"": 27539, ""knot_quantiles"": [0.3333333333333333, 0.6666666666666666], ""smoothing"": 0.01, ""ridge"": 0.001, ""max_iterations"": 2000, ""optimizer_iterations"": 21, ""optimizer_success"": true, ""margin_slope_cap"": 0.95, ""optimizer_blas_threads"": 1, ""fit_objective"": ""smoothed_pinball_plus_ridge"", ""fit_features_source"": ""fit_non_mated_only"", ""safety_rule"": ""disabled_child_joint_safety_in_parent"", ""formal_fpir_guarantee"": false, ""threshold_fit_on_test"": false}}, ""saliency_model"": {""method"": ""plus_outside"", ""target_fpir"": 0.1, ""score_space"": ""negative_squared_l2_adc"", ""features"": [""fiqa_score"", ""outside_face_attention""], ""centers"": [0.560182, 0.7555799923417872], ""scales"": [0.24278101999999996, 0.20259179262526916], ""quality_bounds"": [-2.70639854795898, 6.237298121574744], ""quality_knots"": [-0.26977837888645473, 0.32986721943914743], ""coefficients"": [1.3853712061007244, 0.08504025328907609, -0.3404532862687204, -0.3562527122429035, 0.14293395575345128], ""score_center"": -0.5960950255393982, ""score_scale"": 0.22856274757648726, ""safety_offset"": 0.0, ""settings"": {}}, ""safety_offset"": 0.0, ""settings"": {""fallback_policy"": ""invalid-saliency-fiqa-only-joint-safety-v1"", ""fallback_method"": ""continuous_fiqa"", ""partition_seed"": 2, ""safety_fraction"": 0.3, ""fit_non_mated_count"": 71286, ""fit_valid_non_mated_count"": 71221, ""safety_non_mated_count"": 27539, ""safety_invalid_non_mated_count"": 22, ""saliency_branch_enabled"": true, ""branch_disabled_reason"": null, ""minimum_valid_fit_non_mated"": 20, ""optimizer_iterations"": 24, ""fit_features_source"": ""valid_fit_non_mated_only"", ""validity_features"": [""outside_face_attention"", ""saliency_entropy""], ""safety_rule"": ""full_cohort_joint_non_mated_residual_quantile"", ""threshold_fit_on_test"": false, ""formal_fpir_guarantee"": false}}",failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,0.1,plus_entropy,saliency-fallback-1266b1f9525a02047cd1d74b,"{""method"": ""plus_entropy"", ""target_fpir"": 0.1, ""score_space"": ""negative_squared_l2_adc"", ""features"": [""fiqa_score"", ""saliency_entropy""], ""fiqa_model"": {""method"": ""continuous_fiqa"", ""target_fpir"": 0.1, ""score_space"": ""negative_squared_l2_adc"", ""features"": [""fiqa_score""], ""centers"": [0.56026435], ""scales"": [0.24298791000000003], ""quality_bounds"": [-2.704433113565197, 6.231648521113663], ""quality_knots"": [-0.2695474163028658, 0.3298024855091213], ""coefficients"": [1.399849775681843, 0.09666172602753725, -0.3465028458439741, -0.4251397828157122], ""score_center"": -0.5961534380912781, ""score_scale"": 0.22863146666701933, ""safety_offset"": 0.0, ""settings"": {""partition_seed"": 2, ""safety_fraction"": 0.3, ""fit_non_mated_count"": 71286, ""safety_non_mated_count"": 27539, ""knot_quantiles"": [0.3333333333333333, 0.6666666666666666], ""smoothing"": 0.01, ""ridge"": 0.001, ""max_iterations"": 2000, ""optimizer_iterations"": 21, ""optimizer_success"": true, ""margin_slope_cap"": 0.95, ""optimizer_blas_threads"": 1, ""fit_objective"": ""smoothed_pinball_plus_ridge"", ""fit_features_source"": ""fit_non_mated_only"", ""safety_rule"": ""disabled_child_joint_safety_in_parent"", ""formal_fpir_guarantee"": false, ""threshold_fit_on_test"": false}}, ""saliency_model"": {""method"": ""plus_entropy"", ""target_fpir"": 0.1, ""score_space"": ""negative_squared_l2_adc"", ""features"": [""fiqa_score"", ""saliency_entropy""], ""centers"": [0.560182, 0.8033964938350842], ""scales"": [0.24278101999999996, 0.15045431624931893], ""quality_bounds"": [-2.70639854795898, 6.237298121574744], ""quality_knots"": [-0.26977837888645473, 0.32986721943914743], ""coefficients"": [1.3815155723177797, 0.08741748237584841, -0.33134536386322555, -0.4371164826019639, -0.07739653791449493], ""score_center"": -0.5960950255393982, ""score_scale"": 0.22856274757648726, ""safety_offset"": 0.0, ""settings"": {}}, ""safety_offset"": 0.0, ""settings"": {""fallback_policy"": ""invalid-saliency-fiqa-only-joint-safety-v1"", ""fallback_method"": ""continuous_fiqa"", ""partition_seed"": 2, ""safety_fraction"": 0.3, ""fit_non_mated_count"": 71286, ""fit_valid_non_mated_count"": 71221, ""safety_non_mated_count"": 27539, ""safety_invalid_non_mated_count"": 22, ""saliency_branch_enabled"": true, ""branch_disabled_reason"": null, ""minimum_valid_fit_non_mated"": 20, ""optimizer_iterations"": 24, ""fit_features_source"": ""valid_fit_non_mated_only"", ""validity_features"": [""outside_face_attention"", ""saliency_entropy""], ""safety_rule"": ""full_cohort_joint_non_mated_residual_quantile"", ""threshold_fit_on_test"": false, ""formal_fpir_guarantee"": false}}",failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
