case_id,extraction_uid,dataset_id,sample_id,model_uid,compression_family,compression_profile,search_mode,is_mated,threshold_policy,top1_score_drift,agreement_with_origin,threshold_crossing,origin_fallback_used,saliency_target_eligible,heatmap_available,angular_error_rad,retrieval_metrics_available,case_group,case_priority_rank,selection_seed,cases_per_group
gradcam-e9a9dd54eea051b619a7,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Tom_Craddick:Tom_Craddick_0001,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,False,frozen_origin,0.0575914084911346,True,False,False,True,True,0.6563090155725058,True,stable,4,42,8
gradcam-0cb5fe204cd0975b22ea,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Marc_Grossman:Marc_Grossman_0004,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,False,frozen_origin,0.0692157596349716,True,False,False,True,True,0.6612970138535813,True,stable,5,42,8
gradcam-3a56e91ee2577d825ed3,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Dick_Clark:Dick_Clark_0003,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,False,frozen_origin,0.0341475903987884,True,False,False,True,True,0.6647270334650542,True,stable,6,42,8
gradcam-6c3b7476462bbbe1b8ea,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Cesar_Maia:Cesar_Maia_0002,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,False,frozen_origin,0.0577537417411804,True,False,False,True,True,0.6673600324964075,True,stable,7,42,8
gradcam-791332edc9e4f32ec5aa,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Alvaro_Uribe:Alvaro_Uribe_0018,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,True,frozen_origin,0.045275330543518,True,False,False,True,True,0.6718825404488801,True,stable,8,42,8
gradcam-8ea2b33a1e49d1bf1233,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Nicole_Kidman:Nicole_Kidman_0019,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,True,frozen_origin,0.0721906125545501,True,True,False,True,True,0.8352000039634647,True,threshold_crossing,1,42,8
gradcam-bf4d17084fc785fc591b,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Mikhail_Youzhny:Mikhail_Youzhny_0002,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.028146892786026,True,False,False,True,True,0.945483672983962,True,high_error,1,42,8
gradcam-8b4495a531271f815366,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Paul_Kagame:Paul_Kagame_0001,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.1066243648529052,True,False,False,True,True,0.9308446681700728,True,high_error,2,42,8
gradcam-d89edb9b08dd56c85114,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Susan_Collins:Susan_Collins_0001,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0452078729867935,True,False,False,True,True,0.9141476971710712,True,high_error,3,42,8
gradcam-5e043314de2d98d6dee1,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Kelly_Clarkson:Kelly_Clarkson_0001,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0383889377117157,True,False,False,True,True,0.9137841096794064,True,high_error,4,42,8
gradcam-a724583a829cb6013587,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Serena_Williams:Serena_Williams_0039,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,-0.0394280552864074,True,False,False,True,True,0.9128094067469318,True,high_error,5,42,8
gradcam-617cdc34180aa62862ca,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Hillary_Clinton:Hillary_Clinton_0004,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,-0.0280337929725646,True,False,False,True,True,0.9078269163225858,True,high_error,6,42,8
gradcam-6b87c08b61ce264e753f,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Marcelo_Rios:Marcelo_Rios_0003,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0641813427209854,True,False,False,True,True,0.902778146963421,True,high_error,7,42,8
gradcam-4120474ea1a213b90a1d,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Barbara_Walters:Barbara_Walters_0002,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.049928605556488,True,False,False,True,True,0.9020932124561818,True,high_error,8,42,8
gradcam-1123cb13ae9484209476,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Sam_Bith:Sam_Bith_0002,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0521030128002166,False,False,False,True,True,0.9429703988235664,True,rank_flip,1,42,8
gradcam-56cdc29b351ee9b1c3d3,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:George_Robertson:George_Robertson_0018,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.0334072113037109,False,False,False,True,True,0.9371890809834608,True,rank_flip,2,42,8
gradcam-65ab99c8ec0b91d22e30,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Nora_Bendijo:Nora_Bendijo_0002,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.1361837387084961,False,False,False,True,True,0.9358064271378104,True,rank_flip,3,42,8
gradcam-1a37717d4ca0ab277d5b,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Abdel_Nasser_Assidi:Abdel_Nasser_Assidi_0001,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.1008003056049346,False,False,False,True,True,0.9341362559322658,True,rank_flip,4,42,8
gradcam-82b56e94f0247a7e8185,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Marcelo_Rios:Marcelo_Rios_0005,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,-0.0212014019489288,False,False,False,True,True,0.9268292920628576,True,rank_flip,5,42,8
gradcam-f5adc76524bb2be49591,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Chanda_Rubin:Chanda_Rubin_0005,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.1004783324897289,False,False,False,True,True,0.9221477329953373,True,rank_flip,6,42,8
gradcam-53161f8d9333087a038b,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Byron_Scott:Byron_Scott_0001,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0420862585306167,False,False,False,True,True,0.9210630909236726,True,rank_flip,7,42,8
gradcam-750a0ac819bcf8c24dc0,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Chanda_Rubin:Chanda_Rubin_0004,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.1075109988451004,False,False,False,True,True,0.9165526859619098,True,rank_flip,8,42,8
gradcam-f546b8f751e76ca99c04,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Arlen_Specter:Arlen_Specter_0002,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0211548954248428,True,False,False,True,True,0.646126605225087,True,stable,1,42,8
gradcam-c5a6d119e178149fa81c,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Sergei_Ivanov:Sergei_Ivanov_0004,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.1094778478145599,True,False,False,True,True,0.654247057193701,True,stable,2,42,8
gradcam-01ce445fa4ce9190e2c3,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Tom_Craddick:Tom_Craddick_0001,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0782431960105896,True,False,False,True,True,0.6563090155725058,True,stable,3,42,8
gradcam-4168ffe00f8d76286200,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Marc_Grossman:Marc_Grossman_0004,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0750970691442489,True,False,False,True,True,0.6612970138535813,True,stable,4,42,8
gradcam-bb54400a7190d20cbbdf,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Dick_Clark:Dick_Clark_0003,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.031855970621109,True,False,False,True,True,0.6647270334650542,True,stable,5,42,8
gradcam-45fe0a6b3dc6a314c6ec,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Cesar_Maia:Cesar_Maia_0002,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0663741081953048,True,False,False,True,True,0.6673600324964075,True,stable,6,42,8
gradcam-4580d6063a03a3ca18ab,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Alvaro_Uribe:Alvaro_Uribe_0018,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.0461007952690124,True,False,False,True,True,0.6718825404488801,True,stable,7,42,8
gradcam-cc9e676ed9e9b2040fbf,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Joseph_Deiss:Joseph_Deiss_0003,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,False,frozen_origin,0.0793593376874923,True,False,False,True,True,0.6719214140555305,True,stable,8,42,8
gradcam-8602b27817047da7f75d,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Nicole_Kidman:Nicole_Kidman_0019,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_reconstruction_cosine,True,frozen_origin,0.0685139596462249,True,True,False,True,True,0.8352000039634647,True,threshold_crossing,1,42,8
gradcam-3d38aef678fac67bb68d,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:LK_Advani:LK_Advani_0002,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.0100058317184448,True,False,False,True,True,0.5528900947161258,True,high_error,1,42,8
gradcam-5d1c3b30fed007048c2d,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Sam_Bith:Sam_Bith_0002,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.0104781836271286,True,False,False,True,True,0.5516281883732941,True,high_error,2,42,8
gradcam-4058fc0690e95521dba2,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Angela_Lansbury:Angela_Lansbury_0002,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.0277139618992805,True,False,False,True,True,0.5513014239700095,True,high_error,3,42,8
gradcam-2b0e6df03af1bce45399,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Xanana_Gusmao:Xanana_Gusmao_0002,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.0466441810131073,True,False,False,True,True,0.5504890716115852,True,high_error,4,42,8
gradcam-58bdf5f53b12e5f2fce3,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Yoko_Ono:Yoko_Ono_0006,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,True,frozen_origin,0.0075253248214721,True,False,False,True,True,0.5403477908453573,True,high_error,5,42,8
gradcam-e5c52deedca6c530116d,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Barbara_Walters:Barbara_Walters_0001,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.0545130670070648,True,False,False,True,True,0.5350224254280498,True,high_error,6,42,8
gradcam-b72f67fe2bed703c5055,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Sally_Ride:Sally_Ride_0001,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.0316290333867073,True,False,False,True,True,0.5331153423709224,True,high_error,7,42,8
gradcam-f0550b66c387fd5877e9,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Kelly_Clarkson:Kelly_Clarkson_0001,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.0119199603796005,True,False,False,True,True,0.5240622677245073,True,high_error,8,42,8
gradcam-4a19571f255f70a74efc,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:George_Robertson:George_Robertson_0018,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,True,frozen_origin,0.0497836768627166,False,False,False,True,True,0.6387673377392129,True,rank_flip,1,42,8
gradcam-fca1d89eb582ef27c316,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Carlos_Ruiz:Carlos_Ruiz_0001,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.027860090136528,False,False,False,True,True,0.577406902771845,True,rank_flip,2,42,8
gradcam-0100cb27489a794a518a,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Jean-Claude_Braquet:Jean-Claude_Braquet_0001,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.0046863257884979,False,False,False,True,True,0.5649749662842949,True,rank_flip,3,42,8
gradcam-9350ccf261c65574e50a,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Chris_Byrd:Chris_Byrd_0001,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.0379983484745025,False,False,False,True,True,0.5590702546857015,True,rank_flip,4,42,8
gradcam-5e52aaed5b77dfd74930,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Michelle_Branch:Michelle_Branch_0002,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.0082536190748214,False,False,False,True,True,0.541893916766192,True,rank_flip,5,42,8
gradcam-720f30817e12a4ed858c,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Ozzy_Osbourne:Ozzy_Osbourne_0001,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.0357657670974731,False,False,False,True,True,0.5393371448225392,True,rank_flip,6,42,8
gradcam-875cf90284dbd0f1be10,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Carlos_Ruiz:Carlos_Ruiz_0002,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.0010035336017608,False,False,False,True,True,0.5360560761978823,True,rank_flip,7,42,8
gradcam-77080eb32ac181171b92,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Angela_Lansbury:Angela_Lansbury_0001,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.0186075717210769,False,False,False,True,True,0.5327267716333913,True,rank_flip,8,42,8
gradcam-0fdbe073257646d00c3e,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Tom_Craddick:Tom_Craddick_0004,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.0148124247789382,True,False,False,True,True,0.3097711834312171,True,stable,1,42,8
gradcam-9d8484db0a5e16fdeb7e,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Tom_Craddick:Tom_Craddick_0001,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.0112189054489135,True,False,False,True,True,0.3118832022796521,True,stable,2,42,8
gradcam-0b4fb819968a45c1fb48,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Alvaro_Uribe:Alvaro_Uribe_0018,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,True,frozen_origin,0.0205746889114379,True,False,False,True,True,0.3140653883290851,True,stable,3,42,8
gradcam-74a83d5f7ae0e98ff419,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Sergei_Ivanov:Sergei_Ivanov_0002,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.0146526396274566,True,False,False,True,True,0.3178260500433669,True,stable,4,42,8
gradcam-e52c3a09b09226db4f43,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Alvaro_Uribe:Alvaro_Uribe_0012,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,True,frozen_origin,0.0024510622024536,True,False,False,True,True,0.3195187958523335,True,stable,5,42,8
gradcam-d69e54f84373ff4672d4,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Joseph_Deiss:Joseph_Deiss_0002,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,0.0074110627174377,True,False,False,True,True,0.3215178896626571,True,stable,6,42,8
gradcam-fd2f13465a5a850af1a3,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Alvaro_Uribe:Alvaro_Uribe_0020,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,True,frozen_origin,0.0088095068931579,True,False,False,True,True,0.3221436402767609,True,stable,7,42,8
gradcam-360725e59c10c5cd2bc7,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Jong_Wook_Lee:Jong_Wook_Lee_0001,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,False,frozen_origin,-0.0235377103090286,True,False,False,True,True,0.3227191155010485,True,stable,8,42,8
gradcam-12172e63a0036fea0a43,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Nicole_Kidman:Nicole_Kidman_0019,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_direct_cosine,True,frozen_origin,0.0111136734485626,True,True,False,True,True,0.4477104490638784,True,threshold_crossing,1,42,8
gradcam-357a59cf221a4bd7f008,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:LK_Advani:LK_Advani_0002,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_reconstruction_cosine,False,frozen_origin,0.0055243074893951,True,False,False,True,True,0.5528900947161258,True,high_error,1,42,8
gradcam-aa53a737b5c313d15ad6,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Sam_Bith:Sam_Bith_0002,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_reconstruction_cosine,False,frozen_origin,0.0126688182353973,True,False,False,True,True,0.5516281883732941,True,high_error,2,42,8
gradcam-c2b0f0e0bdc2f769f74b,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Angela_Lansbury:Angela_Lansbury_0002,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_reconstruction_cosine,False,frozen_origin,0.0170184150338172,True,False,False,True,True,0.5513014239700095,True,high_error,3,42,8
gradcam-357e448882214ac8abab,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Xanana_Gusmao:Xanana_Gusmao_0002,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_reconstruction_cosine,False,frozen_origin,0.0444084256887435,True,False,False,True,True,0.5504890716115852,True,high_error,4,42,8
gradcam-74b6d959133d35eac670,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Yoko_Ono:Yoko_Ono_0006,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_reconstruction_cosine,True,frozen_origin,0.0072507858276367,True,False,False,True,True,0.5403477908453573,True,high_error,5,42,8
gradcam-04c20252b1de3db0b7fd,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Barbara_Walters:Barbara_Walters_0001,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_reconstruction_cosine,False,frozen_origin,0.0586502999067306,True,False,False,True,True,0.5350224254280498,True,high_error,6,42,8
gradcam-6a5d1cbfefe9f9d8abec,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Sally_Ride:Sally_Ride_0001,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_reconstruction_cosine,False,frozen_origin,0.0286908373236656,True,False,False,True,True,0.5331153423709224,True,high_error,7,42,8
gradcam-cb2320e6bab02e734cd2,population-0c3f8eb0cc9ad7c3ceebe1c0,lfw,lfw:Kelly_Clarkson:Kelly_Clarkson_0001,adaface-4df25b75e065b0b9ed43,pca,pca_256,pca_reconstruction_cosine,False,frozen_origin,0.0233262926340103,True,False,False,True,True,0.5240622677245073,True,high_error,8,42,8
